source_genesymbol,target_genesymbol,interaction_type
Ppp2ca,Hdac7,->
Hdac7,Maml1,-|
Ppp2ca,Chek2,->
Ppp2ca,Chek1,-|
Prkcb,Pik3cg,->
Ppp2ca,Apc,-|
Actb,Cttn,->
Atm,Becn1,->
Map3k7,Map3k14,->
Ppp2ca,Hdac4,->
Ppp2ca,Bcar1,-|
Sox9,Neurog3,->
Ppp2ca,Csnk1e,->
Csnk1e,Traf3,->
Ppp2ca,Axin1,->
Sp1,Bcl2l1,->
Hoxb7,Cdkn1b,-|
Hoxb7,Egfr,->
Hoxb7,Vegfa,->
Prkdc,Spag9,->
Hoxb7,Cdx1,->
Cdx1,Dsc2,->
Hoxb7,Fgf2,->
Cdx1,Irf2bp2,->
Irf2bp2,Irf2,->
Ncoa2,Col2a1,->
Hoxb7,Ccnd1,->
Hoxb7,Smarca4,->
Smarca4,Fos,-|
Ncoa2,Rara,->
Pou2f1,Pax3,->
Hoxb7,Mmp2,->
Ncoa2,Nr1i2,->
Hoxb7,Kdm1a,->
Hoxb7,Tnfrsf11b,->
Hoxb7,Wnt5a,->
Hoxb7,Thbs2,-|
Thbs2,Notch3,->
Nfkb2,Lta,->
Ncoa2,Rarb,->
Thbs1,Ngf,->
Cdx1,Foxa2,->
Ncoa2,Tnfrsf1a,->
Fgf2,Hbb-b1,-|
Ncoa2,Tnf,->
Hoxb7,Pdgfa,->
Pou2f1,Spi1,->
Prkdc,Myf5,->
Myf5,Rhoa,->
Ncoa2,Bmal1,->
Thra,Ntrk2,->
Prkdc,Dlg4,->
Cdx1,Mafb,-|
Fgf2,Fgfr4,->
Ncoa2,Prkaca,->
Casp2,Casp8,->
Prkdc,Chek1,->
Pou2f1,Il17a,->
Pdx1,Il1b,->
Cdx1,Vdr,->
Pdx1,Hes1,->
Prkdc,Med1,->
Cdx1,Pparg,->
Prkdc,Pou5f1,->
Nr3c1,Il13,->
Nfkb2,Tnfsf13b,->
Vegfa,Flt1,->
Prkdc,Etv1,->
Hoxb7,Ppp1r1b,->
Ppp1r1b,Ppp1ca,-|
Prkdc,Erbin,->
Cdx1,Tbp,->
Usf1,Atf4,->
Ncoa2,Il6,->
Pdx1,Neurog3,->
Ncoa2,Egf,->
Csnk1e,Tcf3,->
Prkdc,Trim28,->
Trim28,Ifng,->
Prkdc,Vim,->
Ncoa2,Ppara,->
Fgf2,Bmp2,->
Ncoa2,Cxcr4,->
Usf1,Usf2,->
Mark2,Pink1,->
Ncoa2,Rxra,->
Usf1,Ctsb,->
Thbs2,Notch4,->
Cdx1,Hnf4a,->
Prkd1,Ppp1r14a,->
Ncoa2,Casp8ap2,->
Apex1,Actb,->
Fos,Myod1,-|
Apex1,Cd19,->
Apex1,Gdnf,->
Gdnf,Ret,->
Gdf15,Erbb2,->
Gdf15,Ret,->
Ret,Stat3,->
Ret,Pdpk1,->
Ret,Akt1,->
Mapk9,Tp53,->
Mapk14,Ddx5,->
Ret,Gfra1,->
Ret,Ptk2,->
Mapk14,Tab1,-|
Mapk3,Rps6ka5,->
Mapk9,Camk2d,->
Mapk14,Hsf1,->
Mapk14,Siah2,->
Mapk1,Cry2,->
Mapk14,Ets1,->
Mapk9,Rfx1,->
Rfx1,H2-T23,->
Stat5a,Sp1,->
Stat5a,Src,->
Stat5a,Grk5,->
Stat5a,Abl1,->
Stat5a,Maf,->
Stat5a,Cdkn1a,->
Stat5a,Akt1,->
Stat5a,Stat3,->
Stat5a,Bcl6,->
Bcl6,Tp53,-|
Stat5a,Myc,->
Stat5a,Mapk8,->
Cebpa,Dsc3,->
Stat5a,Crebbp,->
Stat5a,Rb1,->
Stat5a,Esr1,->
Stat5a,Egfr,->
Stat5a,Shc1,->
Stat5a,Ccnd1,->
Stat5a,Jak2,->
Stat5a,Il10,->
Pitx1,Runx1,-|
Lta,Ripk1,->
Stat5a,Pias3,->
Stat5a,Jak3,->
Nfatc2,Mef2a,->
Stat5a,Bcl2,->
Stat5a,Bcr,->
Stat5a,Epo,->
Stat5a,Myd88,->
Stat5a,Il2,->
Stat5a,Stk11,->
Stat5a,Hbb-b1,->
Onecut1,Mafa,->
Irf1,Casp1,->
Irf1,Casp7,->
Stat5a,Abcb1a,->
Stat5a,Tspoap1,->
Stat5a,Fkbp1a,->
Fkbp1a,Tgfbr1,->
Stat5a,Ccl12,->
Stat5a,Fgf21,->
Stat5a,Prox1,->
Aurka,Fadd,->
Stat5a,Csf2,->
Stat5a,Ifng,->
Aurka,Pin1,-|
Stat5a,Vim,->
Stat5a,Cel,->
Cel,Cxcr4,->
Stat5a,Ccnd2,->
Stat5a,Hsp90aa1,->
Stat5a,Ccnd3,->
Egr2,Cebpb,->
Egr2,Cbl,->
Egr2,Egr1,-|
Egr2,Erbb2,->
Egr2,Jun,->
Egr2,Cdkn2a,->
Egr2,Cdkn1a,->
Egr2,Gfi1,-|
Egr2,Tnf,->
Egr2,Fgf2,->
Egr2,Ret,->
Egr2,Plac8,->
Plac8,Akt1,->
Egr2,Mapk8ip1,->
Mapk8ip1,Mapk14,->
Egr2,Egfr,->
Cebpb,Rb1,->
Lif,Lifr,->
Egr2,Faslg,-|
Cebpb,Fos,->
Egr2,Cd44,->
Egr2,Per1,->
Egr2,Btk,->
Btk,Pxn,->
Cebpb,Aldh2,->
Aldh2,Hdac3,->
Mapk8ip1,Rbpj,-|
Mapk8ip1,Mapk8,->
Egr2,Mecp2,->
Mecp2,Ehmt2,-|
Egr2,Hoxb3,->
Hoxb3,Dnmt3b,->
Sox10,Nes,->
Cebpb,Prkaca,->
Egr2,Tnfsf11,-|
Cebpb,Wnt10b,->
Cebpb,Tgfa,->
Sox10,Phox2b,-|
Cebpb,Socs3,->
Egr2,Socs1,->
Mecp2,Grin2b,-|
Egr2,Ptgs2,->
Jun,Foxo3,->
Egr2,Cdkn1b,->
Id2,Snai1,->
Btk,Plcg1,->
Egr2,Il17a,->
Sox10,Sufu,->
Sufu,Gli1,->
Egr2,Fst,->
Hoxb3,Foxa2,->
Cebpb,Crebbp,->
Egr2,Ccl12,->
Mecp2,Mef2c,-|
Egr2,Ddx20,->
Sox10,Mitf,->
Egr2,Il6,-|
Btk,Jak2,->
Cebpb,Ccl20,->
Egr2,Acvr1,->
Egr2,Ifng,->
Egr2,Hoxb2,->
Hoxb2,Krt14,->
Mapk8ip1,Map4k1,->
Mapk8ip1,Notch1,-|
Egr2,Il4,->
Egr2,Igf1,->
Egr2,Chd4,->
Chd4,Rnf8,-|
Rnf8,Rxra,->
Hoxb3,Nkx2-1,->
Cebpb,Ccne1,->
Id2,Dkk1,->
Mecp2,Dll1,-|
Ppp1ca,Casp2,->
Mef2a,Jun,->
Mef2a,Gnrh1,-|
Jun,Vegfa,->
Mef2a,Akt1,->
Mef2a,Mapk14,->
Mef2a,Mapk7,->
Mapk7,Myc,->
Ppp1ca,Rb1,->
Mef2a,Shc1,->
Mef2a,Nrf1,->
Mef2a,Nr4a1,->
Mapk14,Ncoa3,->
Calm1,Nos1,->
Mef2a,Cd44,->
Ppp1ca,Bad,->
Mef2a,Agtr1a,->
Agtr1a,Gnai1,->
Ppp1ca,Sp1,-|
Mef2a,Cd14,->
Mef2a,Pcna,->
Mef2a,Akt2,->
Mef2a,Camk4,->
Mef2a,Fgfr1,->
Mef2a,Prkaa2,->
Prkaa2,Ulk1,->
Atf3,Cav1,->
Mef2a,Hp,->
Ppp1ca,Prkcd,->
Mapk14,Bcl2l11,-|
Mef2a,Bdnf,->
Mef2c,Col2a1,->
Camk2a,Krt18,->
Akt2,Map3k5,-|
Mef2a,Bmp2,->
Mef2a,Pik3r1,->
Mef2a,Mmp10,->
Mef2a,Il6,->
Mapk14,H3c11,->
Prkaa2,Casp6,->
Akt2,Gapdh,->
Cdk5,Cask,->
Cask,Sdc2,->
Klf4,Meis2,->
Mapk14,H3c6,->
Mef2a,Meox2,->
Meox2,Cdkn2a,->
Six1,Gata3,->
Prkaa2,Hnf4a,->
Mef2a,Col1a1,->
Dach1,Fos,-|
Dach1,Sox2,-|
Dach1,Nanog,-|
Fos,Vegfa,->
Nanog,Gata2,-|
Fos,Egfr,->
Sox2,Mycn,->
Fos,Map2k1,->
Fos,Nr3c1,-|
Dach1,Klf4,-|
Nanog,Ptk2,->
Klf4,Ctnnb1,->
Klf4,Mapk8,-|
Fos,Oxtr,->
Fos,Ccnd1,-|
Klf4,Cdkn1a,->
Gata6,Mafk,->
Dach1,Tnfsf11,->
Mapk14,Foxo1,->
Klf4,Mmp2,->
Klf4,Cdkn1b,->
Klf4,Snai2,-|
Nanog,Ahr,-|
Sox2,Lef1,-|
Fos,Cdx2,-|
Cdx2,Hnf1a,->
Klf4,Birc3,->
Sp3,Aebp1,->
Fos,Mmp9,->
Sox2,Adam10,->
Sox2,Lhx3,->
Lhx3,Foxl2,->
Klf4,Hspa1a,->
Sox2,Gli3,->
Nfat5,Lmna,->
Mapk14,Pparg,->
Mapk14,Bad,->
Nfat5,Atm,->
Fos,Brca1,->
Klf4,Birc5,-|
Fos,Il6,-|
Klf4,Vdr,-|
Nanog,Nr0b1,->
Sox2,Twist1,-|
Fos,Cdh1,->
Fos,Hmox1,->
Nfat5,Cdkn2a,->
Fos,Drd1,->
Drd1,Gnb2,->
Fos,Bcl2l1,->
Nanog,Foxa2,-|
Bak1,Bax,->
Birc6,Casp7,-|
Birc6,Casp3,-|
Stk38,Xpo1,->
Xpo1,Tp53,-|
Stk38,Map3k1,-|
Stk38l,Ulk1,-|
Ulk1,Prkaa1,-|
Stk24,Taok1,->
Taok1,Stk3,->
Stk3,Abl1,-|
Stk38,Yap1,-|
Stk38,Cdkn1a,->
Stk3,Prkca,->
Taok1,Stk4,->
Stk4,Foxo1,->
Stk4,Ar,->
Taok1,Map2k3,->
Yap1,Bax,->
Stk4,Abl1,-|
Map3k1,Fadd,-|
Map3k1,Map2k2,->
Stk3,Nr3c1,->
Yap1,Ctnnb1,->
Xpo1,Smad4,->
Yap1,Sox9,-|
Sox9,Nes,->
Yap1,Tead1,->
Tead1,Tgfa,->
Sox9,Dcc,->
Stk4,Foxo3,->
Ulk1,Mad1l1,->
Mapk3,Rps6kb1,->
Taok1,Mark1,->
Stk38,Map3k2,-|
Map3k2,Map2k7,->
Nr3c1,Slc1a2,->
Tead1,Srf,->
Sox9,Cdh5,->
Mapk3,Casp8,-|
Mapk3,Smad3,->
Ulk1,Atg9a,->
Runx2,Mpo,-|
Mapk8,Fas,->
Map2k3,Mapk13,->
Mapk13,Prkd1,-|
Stk4,Foxo4,->
Taok1,Mark2,->
Dapk3,Camkk2,->
Mark2,Eif2s1,->
Sox9,Bmi1,->
Yap1,Bmp4,->
Map2k7,Irs1,-|
Tp73,Igf1r,->
Map3k1,Srpk2,->
Gfi1b,Bcl2l1,->
Gfi1b,Myc,->
Gfi1b,Cdkn1a,-|
Myc,Vegfa,->
Gata3,Gata2,-|
Gata3,Ncoa3,->
Gata3,Mycn,->
Gata3,Tal1,->
Gfi1b,Meis1,-|
Meis1,Tgfbr2,-|
Gfi1b,Elf4,->
Myc,Nfe2l2,->
Elf4,Mapk8,->
Mycn,Mre11,->
Hoxa9,Hoxa10,->
Mef2c,Ctnnb1,->
Mef2c,Jun,->
Elf4,Myog,->
Elf4,Abcb1a,->
Gata3,Foxa1,->
Foxa1,Hnf1a,->
Meis1,Pax6,->
Gata3,Fgfr1,->
Gata3,Il7r,->
Gata3,Dusp16,->
Myc,Bcl2,->
Gata3,Nfkb1,->
Gata3,Fgf10,->
Gata3,Bhlhe41,->
Bhlhe41,Nr1h4,-|
Gata3,Cdh1,->
Gata3,Th,->
Gata3,Esr1,->
Smad6,Smad2,->
Smad6,Smad3,->
Smad6,Cdk6,-|
Smad6,Pparg,->
Pparg,Prkce,->
Smad6,Fgfr1,->
Smad6,Cdkn1a,-|
Pparg,Stat3,-|
Smad6,Tnfrsf11b,-|
Smad6,Dlx3,->
Dlx3,Sumo1,->
Pparg,Tp53,->
Smad6,Foxd1,->
Foxd1,Prkar1a,->
Prkar1a,H2-K1,->
Smad6,Map3k7,-|
Smad6,Rb1,-|
Tgfbr1,Pard6a,->
Pparg,Egfr,-|
Smad3,Psme3,->
Smad6,Tab1,->
Smad6,Smad4,-|
Pparg,Insr,-|
Smad6,Col1a2,->
Pparg,Mapk1,->
Smad3,Gnrhr,->
Map3k7,Chuk,->
Smad1,Vegfa,->
Smad1,Myc,->
Cdk6,Bcl2,-|
Tgfbr1,Rhoa,->
Smad6,Kras,->
Hey1,Gata4,-|
Map3k7,Ikbkg,->
Pparg,Klf4,->
Cdk6,Foxm1,->
Pparg,Vegfa,->
Prkar1a,H2-Q7,->
Pparg,Il2,-|
Map3k7,Map2k7,->
Pparg,Hp,->
Tgfbr1,Shc1,->
Prkar1a,H2-D1,->
Pparg,Maf,-|
Pparg,Cflar,-|
Tgfbr1,Cdh5,->
Pparg,Fst,->
Smad1,Bmp2,->
Msx2,Sox2,-|
Tp63,Tp73,->
Prkar1a,H2-Q10,->
Pparg,Cav1,->
Smad1,Olig2,->
Olig2,Aurka,->
Rb1,Birc5,->
Tgfbr1,Cdc42,->
Pparg,Bcl2l1,-|
Pparg,Il6,-|
Pparg,Irs1,->
Smad4,Id3,->
Snai2,Cxcr4,->
Peli1,Irak1,->
Pparg,Notch4,->
Pparg,Ccne1,-|
Msx2,Dkk1,-|
Smad6,Tbx6,->
Tbx6,Dll1,->
Tax1bp1,Tnfaip3,->
Nfkb1,Ar,-|
Ikbkb,Lrrk2,->
Nfkb1,Cdkn1a,-|
Tp53,Ctnnd1,->
Nfkb1,Hes1,->
Nfkb1,Cdk4,->
Plk3,Tp53,->
Plk3,Cdc25a,-|
Cdc25a,Cdk1,->
Plk3,Hif1a,-|
Hif1a,Tfrc,->
Plk3,Chek2,->
Plk3,Pten,-|
Hif1a,Nr4a1,->
Plk3,Bcl2l1,->
Hif1a,Hdac2,->
Plk3,Casp8,->
Atf2,Atf4,->
Plk3,Vrk1,->
Vrk1,Tp53bp1,->
Hif1a,Stat3,->
Hif1a,Rarb,->
Hif1a,Pkm,->
Atf2,Prkcd,->
Atf2,Tnf,->
Jun,Myod1,-|
Vrk1,H3c11,->
Hif1a,Aurka,->
Vrk1,Nbn,->
Hif1a,Cebpa,-|
Hif1a,Pparg,->
Atf2,Ddit3,->
Atf2,Foxp3,->
Vrk1,H3c6,->
Hif1a,Cxcr4,->
Hif1a,Hsp90aa1,->
Cd48,Pdcd1,->
Pdcd1,Ptpn6,->
Ptpn6,Cd300lf,->
Il18bp,Il6ra,->
Il6ra,Jak2,->
Il18bp,Mag,->
Ptpn6,Abl1,->
Ptpn6,Nos1,->
Ptpn6,Esr1,->
Cd48,Cd2,->
Pdcd1,Ptpn11,->
Ptpn6,Src,->
Ptpn6,Ctnnd1,->
Nfat5,Col2a1,->
Stat3,Tpx2,->
Il6ra,Il6st,->
Ptpn6,Jak1,->
Csnk2a2,Tp53,->
Csnk2a2,Bid,->
Csnk2a2,Sp1,->
Csnk2a2,Tp73,->
Csnk2a2,Arrb2,->
Csnk2a2,Cdk1,->
Csnk2a2,Vtn,->
Csnk2a2,Rela,->
Csnk2a2,Egr1,->
Csnk2a2,Mapk3,->
Csnk2a2,Tnf,->
Csnk2a2,L1cam,->
Csnk2a2,Thra,->
Csnk2a2,Myf5,->
Myf5,Sp7,->
Csnk2a2,Max,->
Csnk2a2,Tbk1,->
Csnk2a2,Myc,->
Csnk2a2,Apex1,->
Csnk2a2,Mycn,->
Csnk2a2,Esr1,->
Csnk2a2,Irs1,->
Csnk2a2,Egfr,->
Csnk2a2,Ctnnb1,->
Csnk2a2,Fbxw7,->
Csnk2a2,Hdac2,->
Csnk2a2,Cav1,->
Csnk2a2,Spp1,->
Csnk2a2,Hdac1,->
Csnk2a2,Mndal,->
Csnk2a2,Ccar2,->
Csnk2a2,Calm1,->
Csnk2a2,Mcm2,->
Csnk2a2,Ptprc,->
Csnk2a2,Jun,->
Csnk2a2,Akap8,->
Csnk2a2,Vdr,->
Csnk2a2,Mef2c,->
Csnk2a2,Map4k4,->
Csnk2a2,Atf1,->
Csnk2a2,Calm2,->
Csnk2a2,Ikbkb,->
Csnk2a2,Csnk2b,->
Csnk2a2,Hmga1,->
Csnk2a2,Akap12,->
Akap12,Prkaca,->
Csnk2a2,Crem,->
Crem,Creb1,-|
Csnk2a2,Hsf1,->
Csnk2a2,Unc5d,->
Csnk2a2,Myb,->
Csnk2a2,Nkx3-1,->
Mapk3,Gsk3b,-|
Csnk2a2,Calm3,->
Csnk2a2,Mre11,->
Csnk2a2,Tcf7l2,->
Csnk2a2,Arhgap35,->
Arhgap35,Rhoa,->
Csnk2a2,Hsp90aa1,->
Csnk2a2,Ptpn1,->
Csnk2a2,Stk4,->
Csnk2a2,Dido1,->
Csnk2a2,Xpc,->
Csnk2a2,Hsp90ab1,->
Csnk2a2,Mnda,->
Csnk2a2,Kdm4b,->
Kdm4b,H3c11,-|
Mre11,Nbn,->
Csnk2a2,Akt1s1,->
Csnk2a2,Ddit3,->
Csnk2a2,Smc3,->
Csnk2a2,Hdlbp,->
Csnk2a2,Faf1,->
Ptprc,Lck,->
Csnk2a2,Pten,-|
Csnk2a2,Pik3r1,->
Csnk2a2,Pgr,->
Kdm4b,H3c6,-|
Csnk2a2,Xrcc5,->
Xrcc5,Prkdc,->
Csnk2a2,Oprm1,->
Csnk2a2,Ocln,->
Nrxn3,Dag1,->
Dag1,Prkca,->
Dag1,Plcg1,->
Fgfrl1,Fgfr1,->
Dag1,Efnb1,->
Nrxn3,Nlgn2,->
Nlgn2,Nrxn2,->
Nrxn2,Siglec5,->
Dag1,Lama4,->
Lama4,Itga3,->
Prkca,Adra1b,->
Adra1b,Cxcr4,->
Eif4g2,Bcl2,->
Brca1,Mdm2,->
Mapk10,Lifr,->
Rps6ka4,Fos,->
Cdk1,Abl1,->
Birc2,Erc1,->
Erc1,Chuk,->
Brca1,Fos,->
Cdk1,Rpa2,->
Rpa2,Nbn,->
Phlpp1,Prkcb,-|
Cdk1,Flna,->
Flna,Mtnr1a,->
Dnmt1,Mdm2,->
Stat3,Ccnd1,->
Dnmt1,Bcl2l11,->
Dnmt1,Fgfr1,->
Mapk9,Lmnb1,->
Dscam,Dcc,->
Junb,Egf,->
Dnmt1,Mapk1,->
Junb,Cdkn2a,->
Dnmt1,Cxcr4,-|
Litaf,Tp53,->
Litaf,Mapk1,->
Litaf,Cxcl12,->
Cxcl12,Mtnr1a,->
Litaf,Mdm2,->
Litaf,Gadd45a,->
Litaf,Vegfa,->
Litaf,Mapk14,->
Litaf,Furin,->
Litaf,Pik3r1,->
Mapk14,Ikbkb,->
Furin,Insr,->
Mapk14,Pxn,->
Mdm2,Grk2,->
Litaf,Mafg,->
Mafg,Nfe2l2,->
Litaf,Myd88,->
Myd88,Traf6,->
Mapk14,Jun,->
Litaf,Ccl12,-|
Mafg,Nqo1,->
Tp53,Kit,->
Tp53,Per2,->
Litaf,Hspa5,->
Litaf,Fgf10,->
Furin,Notch1,->
Tp53,Abl1,->
Mapk14,Ubqln2,->
Rora,Esr1,->
Rora,Hif1a,->
Hif1a,Bid,-|
Nr1h3,Prkaa1,->
Rora,E2f1,->
Rora,Mycn,->
Rora,Plg,->
Plg,Fn1,->
Rora,Cebpa,-|
Rora,Crebbp,->
Rora,Bhlhe40,->
Bhlhe40,Tp63,->
Rora,Pias3,->
Pias3,Stat3,->
Rora,Sema3f,->
Sema3f,Nrp1,->
Rora,Sumo1,->
Rora,Pparg,-|
Hif1a,Mapk14,->
Rora,Icam1,-|
Icam1,Egfr,->
Rora,Itgb4,-|
Rora,Drd3,->
Drd3,Gnai1,->
Rora,Bhlhe41,->
Bhlhe41,Rbpj,->
Rora,Ror2,->
Ror2,Mapk8,->
Rora,Nr1d1,->
Hif1a,Gata1,->
Rora,Wnt2,->
Hif1a,Il1b,->
Hif1a,Ppp5c,->
Ppp5c,Tp53bp1,-|
Hif1a,Mad1l1,->
Hif1a,Nkx3-1,->
Hif1a,Ndrg2,->
Nr1h3,Mlxipl,->
Hif1a,Gata4,->
Nr1h3,Nr1i2,->
Pparg,Myd88,-|
Hif1a,Txn,->
Bmal1,Pkm,->
Mycn,Casp9,->
Pparg,Cdkn1b,->
Rora,Ror1,->
Ror1,Src,->
Cebpa,Tgfbr2,-|
Rora,Wnt5a,->
Cebpa,Col2a1,-|
Cebpa,Casp8,->
Bhlhe41,Myog,->
Hif1a,Abl1,->
Mycn,Abcc1,->
Rora,Shh,->
Rora,Ptgs2,->
Nr1h3,Ccl12,->
Mycn,Ascl1,->
Pparg,Tnfsf10,->
Bhlhe40,Fas,->
Cebpa,Sirt1,->
Rora,Il6,->
Mst1,Stk38,->
Hif1a,Pou5f1,->
Esr1,Pias1,->
Rora,Apoa1,->
Apoa1,Apoe,->
Rora,Lamb1,->
Lamb1,Itga3,->
Hif1a,Bax,->
Hif1a,Foxp3,->
Rora,Srebf1,->
Sumo1,Axin1,->
Rora,Ccr6,->
Ror2,Bmpr1b,->
Bmpr1b,Smad1,->
Esr1,Ret,->
Nr1h3,Cd2,->
Hif1a,Tgfb1,->
Hif1a,Id2,->
Bhlhe40,Nr1h4,-|
Ntrk2,Irs1,->
Drd3,Gnai3,->
Bmal1,Sirt1,->
Rora,Ins2,->
Cebpa,Hnf4a,->
Bmal1,Nkx2-1,-|
Drd3,Gnb2,->
Il6st,Erbb2,->
Jak2,Pdk1,->
Jak2,Grb2,->
Il6st,Shc1,->
Ezh2,Notch1,->
Mapk3,Pcbp2,->
Pak1,Ctnnb1,->
Ezh2,Ar,->
Il6st,Tyk2,->
Il6ra,Btnl9,->
Btnl9,Lrfn5,->
Il6ra,Gp6,->
Gp6,Itgb1,->
Il6st,Jak1,->
Il6st,Erbb3,->
Ezh2,Bach1,->
Jak2,Apoa1,->
Jak2,Tec,->
Mapk3,Ptpn12,->
Lrfn5,Ptprf,->
Il6st,Jak2,->
Erbb3,Anxa1,->
Anxa1,Mtnr1a,->
Syk,Prkca,->
Foxo3,Tp53,->
Foxo3,Cdkn1a,->
Foxo3,Hspa1a,->
Foxo3,Casp9,->
Foxo3,Akt1,->
Foxo3,Cav1,->
Abl1,Ptpn12,-|
Foxo3,Ccnd2,-|
Klf10,Smad7,-|
Klf10,Mycn,-|
Klf10,Runx2,->
Klf10,Smad3,->
Klf10,Ccn2,->
Klf10,Pomc,->
Mycn,Mdm2,->
Klf10,Sin3a,->
Sin3a,Fgg,-|
Fgg,Vtn,-|
Klf10,Smad2,->
Klf10,Cdkn1a,->
Klf10,Bmal1,-|
Bmal1,Egr1,->
Klf10,Egfr,-|
Klf10,Gstp1,-|
Gstp1,Traf2,->
Sin3a,E2f1,-|
Klf10,Foxp3,->
Bmal1,Nr0b2,->
Sin3a,Stat3,-|
Ccn2,Fgfr2,->
Runx2,Akt1,->
Klf10,Smad4,->
Foxp3,Nfkb1,->
Klf10,Kdr,->
Foxp3,Mndal,-|
Klf10,Itgad,->
Bmal1,Csnk1e,->
Bmal1,Nr1d1,->
Mycn,Gata1,->
Mycn,Apex1,->
Klf10,Tgfb1,->
Foxp3,Socs3,-|
Runx2,Bax,->
Klf10,Fgfr1,-|
Mycn,Igf1r,->
Bmal1,Hif1a,->
Mycn,Ctsd,->
Runx2,Cdkn1b,->
Runx2,Col2a1,->
Foxp3,Mnda,-|
Foxp3,Birc3,-|
Mycn,Mpo,->
Mycn,Tp73,->
Bmal1,Ep300,->
Klf10,Il12b,-|
Runx2,Birc5,->
Smad4,Ccl20,->
Bmal1,Dusp1,->
Nr2f2,Hnf1b,->
Nr2f2,Nr2f1,->
Sin3a,Socs3,-|
Foxp3,Il4,->
Runx2,Ccne1,-|
Hsf1,Tp53,->
Hsf1,Prkaca,->
Hsf1,Nfkb1,->
Hsf1,Erbb2,->
Hsf1,Fos,->
Hsf1,Sumo1,->
Hsf2,Il12a,->
Hsf1,Cdkn1a,-|
Hsf1,Rela,->
Hsf1,Tnf,->
Hsf1,Flt1,->
Hsf1,Dlg1,->
Dlg1,Mapk14,->
Hsf1,Foxm1,->
Foxm1,Nfatc3,->
Hsf1,Jun,->
Hsf1,Socs3,->
Hsf1,Faslg,->
Hsf1,Hsp90aa1,->
Hsf1,Nr4a3,->
Nr4a3,Nr4a1,->
Hsf1,Fkbp4,->
Fkbp4,Ppp3ca,-|
Hsf1,Tacr1,->
Tacr1,Gnai1,->
Hsf1,Hspb1,->
Hsf1,Nfix,->
Nfix,Pitx2,->
Hsf1,Fas,->
Foxm1,Myc,->
Prkaca,Kcna1,->
Xaf1,Xiap,-|
Hsf1,Mcl1,->
Hsf1,Hspb2,->
Hspb2,Casp3,-|
Hsf1,Il1b,->
Nfix,Neurod1,->
Hsf1,Txn,->
Hsf1,Il10,->
Hsf1,Hspa1a,->
Hspb2,Mapk8,-|
Hsf1,Slc1a2,->
Hsf1,Cdkn1b,->
Foxm1,Snai1,->
Nfix,Slit1,->
Hsf1,Hsp90ab1,->
Hsf1,Abcb1a,->
Foxm1,Sox2,->
Hspb1,Ar,->
Hsf1,Atf3,->
Hsf1,Icam1,->
Hsf1,Kras,->
Xaf1,Birc2,-|
Hsf1,Bace1,->
Hsf1,Il6,->
Hsf1,Phb1,->
Hsf1,Csf2,->
Prkaca,Irs1,-|
Hsf1,Rgs2,->
Rgs2,Gnai3,-|
Nfix,Id3,-|
Hsf1,Ins2,->
Nr4a3,Krt5,->
Foxm1,Foxa2,->
Akt1,Vcp,->
Prkaca,Nos1,-|
Akt1,Raf1,->
Raf1,Mapk3,->
S1pr1,Gnai1,->
Akt1,Usp4,->
Usp4,Brap,->
Foxa2,Onecut1,->
Foxo1,Epha4,->
Mxd1,Mad1l1,->
Pten,Rac1,->
Pten,Prex2,-|
Prex2,Rhoa,->
Akt1,Smarcb1,->
Smarcb1,Gli1,-|
Rara,Tnfrsf10b,->
Dnmt1,Ehmt2,->
Akt1,Hspa1a,->
Pten,Cbl,->
Sp1,Notch1,->
Csnk1d,Prkdc,->
Akt1,Adrb2,-|
Fzd7,Gnas,->
Fzd7,Dvl1,->
Dvl1,Ctnnb1,->
Rock1,Mapk1,-|
Dvl1,Gsk3b,-|
Gnas,Pik3r1,->
Dvl1,Lrrk2,->
Gnas,Axin1,->
Axin1,Myc,->
Gnas,Htr6,->
Htr6,Gnai1,->
Dvl1,Rac1,->
Smad3,Cdkn1a,->
Gsk3b,Nr1d1,->
Dvl1,Rhoa,->
Smad3,Mmp2,->
Smad3,Snai1,->
Rxra,Tfap2a,->
Smad3,Fst,->
Dvl1,Apc,-|
Hck,Pxn,->
Gnas,Adora1,->
Adora1,Gnai3,->
Hck,Ptk2,->
Smad3,Birc5,->
Smad3,App,->
Gnas,Adrb2,->
Smad3,Bax,-|
Adora1,Gnb2,->
Ctnnb1,Bcl2l1,->
Rbpj,Tp53,-|
Rbpj,Akt1,->
Rbpj,Erbb2,->
Rbpj,Dlk1,-|
Rbpj,Cdkn1a,->
Rbpj,Tnfrsf11b,->
Rbpj,Sox10,->
Rbpj,Myc,->
Rbpj,Fgf6,->
Fgf6,Fgfr2,->
Rbpj,Esr1,->
Rbpj,Spp1,->
Rbpj,Dusp1,->
Dusp1,Mapk3,->
Rbpj,Lhx3,-|
Lhx3,Gnrhr,->
Rbpj,Epha3,-|
Epha3,Fyn,->
Rbpj,Cdk6,->
Rbpj,Pten,-|
Rbpj,Pdx1,->
Pdx1,Csnk2a1,->
Dusp1,Mapk1,->
Rbpj,Bcl2,->
Pdx1,Pik3c3,->
Rbpj,Wnt10b,->
Rbpj,Sox9,-|
Rbpj,Hey1,->
Rbpj,Hbb-b1,->
Pdx1,Mafa,->
Rbpj,Met,->
Rbpj,Hes1,->
Lhx3,Inhba,->
Rbpj,Bmp2,->
